103/09/01,13326523.0,825610667.0,62.7,63.4,61.5,61.5,-2.20,6415.0,
103/09/02,11622931.0,701646606.0,61.5,61.5,59.8,60.0,-1.50,5902.0,
103/09/03,7497660.0,452302660.0,60.3,60.8,60.1,60.8,+0.80,3247.0,
103/09/04,5386120.0,324508965.0,60.7,60.8,60.0,60.2,-0.60,1980.0,
103/09/05,2250790.0,135760328.0,60.3,60.6,60.1,60.4,+0.20,1274.0,
103/09/09,3989132.0,240369483.0,60.1,61.0,60.0,60.2,-0.20,1619.0,
103/09/10,8806607.0,520368042.0,59.9,60.0,58.7,59.0,-1.20,4820.0,
103/09/11,7154062.0,421048558.0,59.0,59.4,58.6,58.8,-0.20,3354.0,
103/09/12,5700071.0,331812018.0,58.6,58.6,58.0,58.2,-0.60,2849.0,
103/09/15,8264947.0,474058334.0,58.0,58.0,57.0,57.1,-1.10,3846.0,
103/09/16,4155335.0,238839753.0,57.1,57.8,57.0,57.4,+0.30,2197.0,
103/09/17,3524617.0,204602901.0,57.9,58.4,57.5,58.0,+0.60,2095.0,
103/09/18,3275618.0,191825287.0,58.3,58.8,58.1,58.8,+0.80,1701.0,
103/09/19,4578556.0,267356698.0,59.1,59.1,58.0,58.0,-0.80,1680.0,
103/09/22,3009717.0,173982641.0,58.1,58.1,57.5,58.1,+0.10,1623.0,
103/09/23,2034300.0,118362121.0,58.1,58.4,57.8,58.3,+0.20,1046.0,
103/09/24,6685949.0,397432542.0,58.5,59.8,58.4,59.7,+1.40,2686.0,
103/09/25,3336766.0,197830808.0,60.0,60.0,58.9,59.3,-0.40,1863.0,
103/09/26,2663160.0,156401768.0,58.9,59.1,58.0,59.0,-0.30,1642.0,
103/09/29,7319554.0,427110044.0,59.5,59.5,58.0,58.1,-0.90,3285.0,
103/09/30,5570703.0,322974725.0,58.2,58.4,57.3,58.3,+0.20,2954.0,
103/10/01,4843920.0,282815416.0,58.2,58.9,57.8,58.3,0.00,2391.0,
103/10/02,4373710.0,254613385.0,58.2,58.6,57.5,58.2,-0.10,2515.0,
103/10/03,8111962.0,477620236.0,58.7,59.4,58.2,59.4,+1.20,2724.0,
103/10/06,6645433.0,392810558.0,59.4,59.4,58.6,59.1,-0.30,1815.0,
103/10/07,5247005.0,312039898.0,59.0,59.8,58.9,59.7,+0.60,2475.0,
103/10/08,3771289.0,225291119.0,59.5,60.0,59.2,59.7,0.00,1502.0,
103/10/09,7179463.0,434153202.0,60.1,60.8,59.9,60.6,+0.90,2903.0,
103/10/13,6282499.0,379936383.0,60.0,61.2,59.9,60.6,0.00,3030.0,
103/10/14,3601701.0,218836587.0,60.6,61.0,60.3,61.0,+0.40,1838.0,
103/10/15,15324677.0,951568427.0,61.1,62.7,61.0,62.4,+1.40,5906.0,
103/10/16,12864515.0,808222332.0,62.4,63.2,61.9,63.0,+0.60,5363.0,
103/10/17,14030873.0,878902058.0,63.0,63.1,61.7,63.0,0.00,4316.0,
103/10/20,3938413.0,246818841.0,62.7,62.9,62.1,62.4,-0.60,2205.0,
103/10/21,3888100.0,239783159.0,62.4,62.4,61.1,61.7,-0.70,2054.0,
103/10/22,3155598.0,193737176.0,61.8,61.8,61.2,61.2,-0.50,1709.0,
103/10/23,2424343.0,147742123.0,61.0,61.5,60.7,60.7,-0.50,1431.0,
103/10/24,4415850.0,272577439.0,60.7,62.2,60.7,61.8,+1.10,2563.0,
103/10/27,5968263.0,373360954.0,62.1,63.0,61.8,63.0,+1.20,3245.0,
103/10/28,5476806.0,345000349.0,63.5,63.8,62.5,62.7,-0.30,2750.0,
103/10/29,12843921.0,825514185.0,63.3,64.9,63.3,64.9,+2.20,6261.0,
103/10/30,22965592.0,1522554556.0,64.9,66.9,64.9,66.8,+1.90,7224.0,
103/10/31,18037656.0,1211554052.0,66.8,67.5,66.3,67.3,+0.50,5059.0,
103/11/03,6426831.0,424871913.0,67.3,67.3,65.7,66.1,-1.20,2942.0,
103/11/04,6239885.0,412430110.0,66.5,66.6,65.9,66.1,0.00,3360.0,
103/11/05,5642031.0,376165556.0,66.5,67.2,66.0,66.9,+0.80,2578.0,
103/11/06,4493009.0,300619890.0,66.9,67.1,66.6,67.1,+0.20,2565.0,
103/11/07,4763690.0,316291211.0,67.1,67.1,65.8,66.5,-0.60,2847.0,
103/11/10,3806260.0,254801885.0,66.9,67.3,66.5,66.8,+0.30,1895.0,
103/11/11,4168030.0,278501094.0,66.8,67.0,66.3,67.0,+0.20,2308.0,
103/11/12,3946665.0,261820147.0,66.3,66.7,66.1,66.7,-0.30,2357.0,
103/11/13,3398680.0,225656319.0,66.7,66.9,66.0,66.8,+0.10,1435.0,
103/11/14,3879880.0,259641904.0,67.0,67.0,66.7,67.0,+0.20,1939.0,
103/11/17,3184084.0,212503183.0,67.0,67.1,66.1,66.7,-0.30,1492.0,
103/11/18,6531783.0,437161418.0,67.0,67.3,66.4,67.0,+0.30,2313.0,
103/11/19,4244070.0,283907870.0,67.0,67.0,66.6,67.0,0.00,2147.0,
103/11/20,3431504.0,230033868.0,67.0,67.4,66.7,67.4,+0.40,1730.0,
103/11/21,4411731.0,297477246.0,67.4,67.6,67.1,67.5,+0.10,1653.0,
103/11/24,2351065.0,157423656.0,67.6,67.6,66.6,67.3,-0.20,1257.0,
103/11/25,3691692.0,245732313.0,67.2,67.3,66.3,66.3,-1.00,1275.0,
103/11/26,2989721.0,196387847.0,66.3,66.4,65.3,65.3,-1.00,1608.0,
103/11/27,4704474.0,314490951.0,65.9,67.2,65.5,67.1,+1.80,2091.0,
103/11/28,4255918.0,285384927.0,67.1,67.3,66.5,67.0,-0.10,2218.0,
103/12/01,5421043.0,362927078.0,66.8,67.1,66.2,67.1,+0.10,2815.0,
103/12/02,10161113.0,698046191.0,67.7,69.6,67.4,69.5,+2.40,5038.0,
103/12/03,5628929.0,390899858.0,69.9,70.0,68.9,69.4,-0.10,2824.0,
103/12/04,3836636.0,266030050.0,69.6,69.8,68.8,68.8,-0.60,2229.0,
103/12/05,3234455.0,219427406.0,68.7,68.8,67.3,67.5,-1.30,1917.0,
103/12/08,1459388.0,98524684.0,67.6,67.8,67.1,67.7,+0.20,937.0,
103/12/09,2219891.0,150722024.0,68.0,68.3,67.2,68.0,+0.30,1654.0,
103/12/10,4521972.0,309767567.0,68.1,69.0,67.7,68.5,+0.50,2385.0,
103/12/11,3030294.0,205747692.0,68.2,68.4,67.2,68.0,-0.50,1432.0,
103/12/12,5255931.0,355049950.0,67.6,67.9,67.3,67.3,-0.70,2044.0,
103/12/15,3753456.0,251562852.0,67.7,67.7,66.6,67.0,-0.30,2017.0,
103/12/16,5727122.0,396353087.0,68.0,70.0,67.4,69.2,+2.20,3541.0,
103/12/17,6049777.0,417006463.0,69.1,69.7,68.4,68.5,-0.70,2875.0,
103/12/18,5614658.0,387247998.0,69.5,69.9,68.4,68.4,-0.10,2626.0,
103/12/19,4594036.0,316381962.0,69.4,69.4,68.3,69.0,+0.60,2046.0,
103/12/22,4917773.0,340273598.0,69.2,69.9,68.7,69.9,+0.90,2074.0,
103/12/23,2059092.0,143983297.0,70.0,70.0,69.6,70.0,+0.10,1326.0,
103/12/24,1683523.0,118096310.0,70.0,70.4,69.8,70.3,+0.30,1150.0,
103/12/25,1040336.0,73216204.0,70.3,70.5,70.1,70.5,+0.20,615.0,
103/12/26,810495.0,57157633.0,70.5,70.9,70.0,70.9,+0.40,594.0,
103/12/27,209490.0,14780792.0,70.8,70.8,70.1,70.8,-0.10,133.0,
103/12/29,2356809.0,168811011.0,71.0,72.0,70.2,71.3,+0.50,1846.0,
103/12/30,2225588.0,160124775.0,72.0,72.5,71.4,71.4,+0.10,1558.0,
103/12/31,3721098.0,270026510.0,72.0,73.0,71.9,73.0,+1.60,1705.0,
104/01/05,5082336.0,360775907.0,72.6,72.6,70.4,70.6,-2.40,2961.0,
104/01/06,5014537.0,350703553.0,70.2,70.6,69.4,69.4,-1.20,2753.0,
104/01/07,4016700.0,282226186.0,70.4,71.3,69.7,70.1,+0.70,2064.0,
104/01/08,4169981.0,300163711.0,71.0,72.5,69.9,72.5,+2.40,2509.0,
104/01/09,5973566.0,437441738.0,72.8,74.0,72.3,73.1,+0.60,2780.0,
104/01/12,8609677.0,656179644.0,73.5,77.8,73.0,76.6,+3.50,3904.0,
104/01/13,7019915.0,536413840.0,76.6,77.2,74.9,76.4,-0.20,3609.0,
104/01/14,3754495.0,283085214.0,76.5,76.5,74.6,75.9,-0.50,2466.0,
104/01/15,3429810.0,257084158.0,75.9,75.9,74.5,75.0,-0.90,2258.0,
104/01/16,5689912.0,424304244.0,75.0,75.9,73.2,75.7,+0.70,2962.0,
104/01/19,2304154.0,174502090.0,75.4,76.3,75.3,75.5,-0.20,1319.0,
104/01/20,1677019.0,126253718.0,75.4,75.5,75.0,75.1,-0.40,905.0,
104/01/21,3580173.0,272971921.0,75.1,77.0,75.0,77.0,+1.90,1918.0,
104/01/22,3178022.0,244273084.0,77.0,77.0,76.6,77.0,0.00,2058.0,
104/01/23,2800656.0,215724713.0,77.1,77.3,76.8,77.1,+0.10,1722.0,
104/01/26,2206865.0,169946731.0,77.1,77.3,76.7,77.1,0.00,1645.0,
104/01/27,3031558.0,232942772.0,77.4,77.5,76.2,77.0,-0.10,1385.0,
104/01/28,2665635.0,204812464.0,76.8,77.0,76.6,76.9,-0.10,1508.0,
104/01/29,3486465.0,267961805.0,76.9,77.2,76.4,77.2,+0.30,1628.0,
104/01/30,4200133.0,323490741.0,77.0,77.2,76.8,77.2,0.00,1923.0,
104/02/02,2993671.0,229498696.0,77.2,77.4,76.0,76.1,-1.10,1628.0,
104/02/03,2632521.0,199689288.0,76.1,76.5,75.6,76.0,-0.10,1694.0,
104/02/04,3344516.0,256807376.0,76.4,77.1,76.2,77.0,+1.00,2528.0,
104/02/05,1712995.0,131258215.0,77.1,77.1,76.1,77.1,+0.10,1053.0,
104/02/06,2537990.0,193846701.0,76.5,76.9,75.6,76.9,-0.20,1483.0,
104/02/09,1878799.0,142677324.0,76.5,76.7,75.7,76.0,-0.90,1194.0,
104/02/10,1804183.0,136575613.0,75.8,76.3,75.4,75.4,-0.60,1276.0,
104/02/11,4251329.0,325186629.0,75.8,77.0,75.4,77.0,+1.60,2336.0,
104/02/12,3041794.0,231322044.0,77.0,77.0,75.5,76.0,-1.00,1718.0,
104/02/13,4154490.0,320456772.0,76.2,77.8,76.0,77.8,+1.80,2688.0,
